year,coral_id,site,habitat,transect,transect_id,taxa,x,y,z,l,w,h,period,size_t_minus1,size_t0,size_t1,obs,note,dyn_recruitment,dyn_death,ever_died_int,size_viz
2013,LTER1-BR-T01-Acr-0.02-2-50-2019,LTER1,BR,T01,LTER1_BR_T01,Acr,0.02,2,50,NA,NA,NA,0,NA,NA,NA,Na,UK,0,0,0,NA
2013,LTER1-BR-T01-Acr-0.02-55-65-2013,LTER1,BR,T01,LTER1_BR_T01,Acr,0.02,55,65,10.8,7.2,15.6,0,NA,992.4291192690156,NA,MK,UK,0,0,0,992.4291192690156
2013,LTER1-BR-T01-Acr-0.03-59-57-2013,LTER1,BR,T01,LTER1_BR_T01,Acr,0.03,59,57,7.7,3.7,7.7,0,NA,196.48541473162985,NA,MK,UK,0,0,0,196.48541473162985
2013,LTER1-BR-T01-Acr-0.05-37-52-2014,LTER1,BR,T01,LTER1_BR_T01,Acr,0.05,37,52,NA,NA,NA,0,NA,NA,28.044604919514384,Na,Na,0,0,0,28.044604919514384
2013,LTER1-BR-T01-Acr-0.07-51-51-2013,LTER1,BR,T01,LTER1_BR_T01,Acr,0.07,51,51,4.5,2,4,0,NA,33.18307240354219,NA,MK,UK,1,0,0,33.18307240354219
2013,LTER1-BR-T01-Acr-0.09-43-55-2014,LTER1,BR,T01,LTER1_BR_T01,Acr,0.09,43,55,NA,NA,NA,0,NA,NA,5.901481799768425,Na,Na,0,0,0,5.901481799768425
2013,LTER1-BR-T01-Acr-0.09-48-65-2013,LTER1,BR,T01,LTER1_BR_T01,Acr,0.09,48,65,15.2,9.6,14.8,0,NA,1787.289759739076,NA,MK,UK,0,0,0,1787.289759739076
2013,LTER1-BR-T01-Acr-0.1-5-58-2021,LTER1,BR,T01,LTER1_BR_T01,Acr,0.1,5,58,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Acr-0.23-12-41-2021,LTER1,BR,T01,LTER1_BR_T01,Acr,0.23,12,41,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Acr-0.85-75-31-2021,LTER1,BR,T01,LTER1_BR_T01,Acr,0.85,75,31,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Acr-1.6-50-20-2018,LTER1,BR,T01,LTER1_BR_T01,Acr,1.6,50,20,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Acr-2.75-38-15-2019,LTER1,BR,T01,LTER1_BR_T01,Acr,2.75,38,15,NA,NA,NA,0,NA,NA,NA,Na,UK,0,0,0,NA
2013,LTER1-BR-T01-Acr-2.88-31-18-2024,LTER1,BR,T01,LTER1_BR_T01,Acr,2.88,31,18,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA
2013,LTER1-BR-T01-Acr-4.65-0-15-2024,LTER1,BR,T01,LTER1_BR_T01,Acr,4.65,0,15,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA
2013,LTER1-BR-T01-Mil-0.04-62-57-2022,LTER1,BR,T01,LTER1_BR_T01,Mil,0.04,62,57,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Mil-0.07-59-57-2022,LTER1,BR,T01,LTER1_BR_T01,Mil,0.07,59,57,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-0-1-57-2014,LTER1,BR,T01,LTER1_BR_T01,Poc,0,1,57,NA,NA,NA,0,NA,NA,2.013392432553413,Na,Na,0,0,0,2.013392432553413
2013,LTER1-BR-T01-Poc-0-10-50-2019,LTER1,BR,T01,LTER1_BR_T01,Poc,0,10,50,NA,NA,NA,0,NA,NA,NA,Na,UK,0,0,0,NA
2013,LTER1-BR-T01-Poc-0.05-33-50-2018,LTER1,BR,T01,LTER1_BR_T01,Poc,0.05,33,50,NA,NA,NA,0,NA,NA,NA,UK,UK,0,0,0,NA
2013,LTER1-BR-T01-Poc-0.31-10-57-2014,LTER1,BR,T01,LTER1_BR_T01,Poc,0.31,10,57,NA,NA,NA,0,NA,NA,0.9822906955696524,Na,Na,0,0,0,0.9822906955696524
2013,LTER1-BR-T01-Poc-0.4-5-50-2018,LTER1,BR,T01,LTER1_BR_T01,Poc,0.4,5,50,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-0.5-50-0-2018,LTER1,BR,T01,LTER1_BR_T01,Poc,0.5,50,0,NA,NA,NA,0,NA,NA,NA,UK,UK,0,0,0,NA
2013,LTER1-BR-T01-Poc-0.73-79-21-2022,LTER1,BR,T01,LTER1_BR_T01,Poc,0.73,79,21,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-0.76-70-20-2018,LTER1,BR,T01,LTER1_BR_T01,Poc,0.76,70,20,NA,NA,NA,0,NA,NA,NA,UK,UK,0,0,0,NA
2013,LTER1-BR-T01-Poc-0.77-79-21-2023,LTER1,BR,T01,LTER1_BR_T01,Poc,0.77,79,21,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-0.85-72-30-2021,LTER1,BR,T01,LTER1_BR_T01,Poc,0.85,72,30,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-0.92-98-34-2013,LTER1,BR,T01,LTER1_BR_T01,Poc,0.92,98,34,2.6,3,2,0,NA,8.512862819149586,9.56128210082258,MK,R,1,0,0,9.56128210082258
2013,LTER1-BR-T01-Poc-0.94-98-34-2013,LTER1,BR,T01,LTER1_BR_T01,Poc,0.94,98,34,0.5,0.6,0.5,0,NA,0.07943187351298636,NA,MK,R,1,0,0,0.07943187351298636
2013,LTER1-BR-T01-Poc-1.18-83-25-2024,LTER1,BR,T01,LTER1_BR_T01,Poc,1.18,83,25,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA
2013,LTER1-BR-T01-Poc-1.4-95-31-2023,LTER1,BR,T01,LTER1_BR_T01,Poc,1.4,95,31,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-1.63-55-20-2018,LTER1,BR,T01,LTER1_BR_T01,Poc,1.63,55,20,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-1.65-100-40-2013,LTER1,BR,T01,LTER1_BR_T01,Poc,1.65,100,40,29.4,14.2,25.1,0,NA,6287.891936573435,4872.175638126571,MK,UK,0,0,0,4872.175638126571
2013,LTER1-BR-T01-Poc-1.68-80-16-2022,LTER1,BR,T01,LTER1_BR_T01,Poc,1.68,80,16,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-1.69-91-12-2023,LTER1,BR,T01,LTER1_BR_T01,Poc,1.69,91,12,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-1.7-100-16-2015,LTER1,BR,T01,LTER1_BR_T01,Poc,1.7,100,16,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-1.72-79-15-2023,LTER1,BR,T01,LTER1_BR_T01,Poc,1.72,79,15,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-1.74-78-5-2024,LTER1,BR,T01,LTER1_BR_T01,Poc,1.74,78,5,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA
2013,LTER1-BR-T01-Poc-1.75-74-8-2023,LTER1,BR,T01,LTER1_BR_T01,Poc,1.75,74,8,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-1.75-95-13-2023,LTER1,BR,T01,LTER1_BR_T01,Poc,1.75,95,13,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-1.77-76-10-2024,LTER1,BR,T01,LTER1_BR_T01,Poc,1.77,76,10,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA
2013,LTER1-BR-T01-Poc-1.9-85-0-2018,LTER1,BR,T01,LTER1_BR_T01,Poc,1.9,85,0,NA,NA,NA,0,NA,NA,NA,UK,UK,0,0,0,NA
2013,LTER1-BR-T01-Poc-2.03-90-10-2019,LTER1,BR,T01,LTER1_BR_T01,Poc,2.03,90,10,NA,NA,NA,0,NA,NA,NA,Na,UK,0,0,0,NA
2013,LTER1-BR-T01-Poc-2.39-55-3-2013,LTER1,BR,T01,LTER1_BR_T01,Poc,2.39,55,3,2.7,0.9,1.7,0,NA,2.887104256101775,4.1887902047863905,MK,R,1,0,0,4.1887902047863905
2013,LTER1-BR-T01-Poc-2.45-57-30-2015,LTER1,BR,T01,LTER1_BR_T01,Poc,2.45,57,30,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-2.71-40-17-2013,LTER1,BR,T01,LTER1_BR_T01,Poc,2.71,40,17,2,1.5,1.8,0,NA,2.887104256101775,4.401739766076942,MK,R,1,0,0,4.401739766076942
2013,LTER1-BR-T01-Poc-2.75-1-50-2020,LTER1,BR,T01,LTER1_BR_T01,Poc,2.75,1,50,NA,NA,NA,0,NA,NA,NA,UK,UK,0,0,0,NA
2013,LTER1-BR-T01-Poc-2.75-90-20-2018,LTER1,BR,T01,LTER1_BR_T01,Poc,2.75,90,20,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-2.87-30-20-2024,LTER1,BR,T01,LTER1_BR_T01,Poc,2.87,30,20,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA
2013,LTER1-BR-T01-Poc-2.95-6-25-2013,LTER1,BR,T01,LTER1_BR_T01,Poc,2.95,6,25,1.6,1.1,1.2,0,NA,1.1503465099894623,7.858325564557225,MK,R,1,0,0,7.858325564557225
2013,LTER1-BR-T01-Poc-2.99-77-14-2013,LTER1,BR,T01,LTER1_BR_T01,Poc,2.99,77,14,2.5,2.1,2.2,0,NA,6.097637415145344,NA,MK,R,1,0,0,6.097637415145344
2013,LTER1-BR-T01-Poc-3.02-43-60-2014,LTER1,BR,T01,LTER1_BR_T01,Poc,3.02,43,60,NA,NA,NA,0,NA,NA,1.2411230236404116,Na,Na,0,0,0,1.2411230236404116
2013,LTER1-BR-T01-Poc-3.04-39-58-2016,LTER1,BR,T01,LTER1_BR_T01,Poc,3.04,39,58,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-3.2-75-30-2018,LTER1,BR,T01,LTER1_BR_T01,Poc,3.2,75,30,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-3.73-33-47-2015,LTER1,BR,T01,LTER1_BR_T01,Poc,3.73,33,47,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-3.9-7-39-2022,LTER1,BR,T01,LTER1_BR_T01,Poc,3.9,7,39,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-3.98-16-40-2024,LTER1,BR,T01,LTER1_BR_T01,Poc,3.98,16,40,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA
2013,LTER1-BR-T01-Poc-4-40-5-2023,LTER1,BR,T01,LTER1_BR_T01,Poc,4,40,5,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-4.07-18-65-2022,LTER1,BR,T01,LTER1_BR_T01,Poc,4.07,18,65,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-4.2-61-40-2023,LTER1,BR,T01,LTER1_BR_T01,Poc,4.2,61,40,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-4.43-95-38-2015,LTER1,BR,T01,LTER1_BR_T01,Poc,4.43,95,38,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-4.5-50-30-2022,LTER1,BR,T01,LTER1_BR_T01,Poc,4.5,50,30,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Poc-4.92-42-68-2013,LTER1,BR,T01,LTER1_BR_T01,Poc,4.92,42,68,14,7.3,13.9,0,NA,845.7905891662791,NA,MK,UK,0,0,0,845.7905891662791
2013,LTER1-BR-T01-Por-0-61-54-2013,LTER1,BR,T01,LTER1_BR_T01,Por,0,61,54,3.3,1.7,4.4,0,NA,8.053569730213656,NA,MK,UK,1,0,0,8.053569730213656
2013,LTER1-BR-T01-Por-0.02-51-65-2014,LTER1,BR,T01,LTER1_BR_T01,Por,0.02,51,65,NA,NA,NA,0,NA,NA,0.1032459215290868,Na,Na,0,0,0,0.1032459215290868
2013,LTER1-BR-T01-Por-0.05-45-59-2015,LTER1,BR,T01,LTER1_BR_T01,Por,0.05,45,59,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Por-0.09-56-62-2013,LTER1,BR,T01,LTER1_BR_T01,Por,0.09,56,62,3,1.6,4,0,NA,6.16737301503614,NA,MK,UK,1,0,0,6.16737301503614
2013,LTER1-BR-T01-Por-0.14-23-74-2013,LTER1,BR,T01,LTER1_BR_T01,Por,0.14,23,74,11.1,9.9,11.7,0,NA,339.0377993821447,503.18925408760094,MK,Ed,0,0,0,503.18925408760094
2013,LTER1-BR-T01-Por-0.15-95-0-2018,LTER1,BR,T01,LTER1_BR_T01,Por,0.15,95,0,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Por-0.2-42-0-2014,LTER1,BR,T01,LTER1_BR_T01,Por,0.2,42,0,NA,NA,NA,0,NA,NA,84.7630398908448,MK,UK,0,0,0,84.7630398908448
2013,LTER1-BR-T01-Por-0.2-61-0-2019,LTER1,BR,T01,LTER1_BR_T01,Por,0.2,61,0,NA,NA,NA,0,NA,NA,NA,Na,UK,0,0,0,NA
2013,LTER1-BR-T01-Por-0.2-63-0-2021,LTER1,BR,T01,LTER1_BR_T01,Por,0.2,63,0,NA,NA,NA,0,NA,NA,NA,UK,UK,0,0,0,NA
2013,LTER1-BR-T01-Por-0.25-35-0-2018,LTER1,BR,T01,LTER1_BR_T01,Por,0.25,35,0,NA,NA,NA,0,NA,NA,NA,UK,UK,0,0,0,NA
2013,LTER1-BR-T01-Por-0.27-43-52-2014,LTER1,BR,T01,LTER1_BR_T01,Por,0.27,43,52,NA,NA,NA,0,NA,NA,1.006696216276707,Na,Na,0,0,0,1.006696216276707
2013,LTER1-BR-T01-Por-0.28-37-0-2013,LTER1,BR,T01,LTER1_BR_T01,Por,0.28,37,0,24.2,13.6,8.4,0,NA,956.1604792808724,553.3336106949495,MK,UK,0,0,0,553.3336106949495
2013,LTER1-BR-T01-Por-0.29-43-17-2013,LTER1,BR,T01,LTER1_BR_T01,Por,0.29,43,17,13.2,10.5,16.8,0,NA,644.1246687563322,107.52747598361668,MK,UK,0,0,0,107.52747598361668
2013,LTER1-BR-T01-Por-0.58-65-10-2015,LTER1,BR,T01,LTER1_BR_T01,Por,0.58,65,10,NA,NA,NA,0,NA,NA,NA,MK,UK,0,0,0,NA
2013,LTER1-BR-T01-Por-0.63-65-15-2015,LTER1,BR,T01,LTER1_BR_T01,Por,0.63,65,15,NA,NA,NA,0,NA,NA,NA,MK,UK,0,0,0,NA
2013,LTER1-BR-T01-Por-0.66-16-0-2018,LTER1,BR,T01,LTER1_BR_T01,Por,0.66,16,0,NA,NA,NA,0,NA,NA,NA,UK,UK,0,0,0,NA
2013,LTER1-BR-T01-Por-0.69-58-0-2013,LTER1,BR,T01,LTER1_BR_T01,Por,0.69,58,0,20.6,16.2,17.1,0,NA,1518.3474277469409,1309.0521786665722,MK,UK,0,0,0,1309.0521786665722
2013,LTER1-BR-T01-Por-0.71-49-0-2018,LTER1,BR,T01,LTER1_BR_T01,Por,0.71,49,0,NA,NA,NA,0,NA,NA,NA,UK,UK,0,0,0,NA
2013,LTER1-BR-T01-Por-0.74-69-29-2014,LTER1,BR,T01,LTER1_BR_T01,Por,0.74,69,29,NA,NA,NA,0,NA,NA,0.5751732549947313,Na,Na,0,0,0,0.5751732549947313
2013,LTER1-BR-T01-Por-0.74-70-30-2013,LTER1,BR,T01,LTER1_BR_T01,Por,0.74,70,30,3.5,1.5,4.2,0,NA,7.550371914316445,NA,MK,UK,1,0,0,7.550371914316445
2013,LTER1-BR-T01-Por-0.74-71-29-2014,LTER1,BR,T01,LTER1_BR_T01,Por,0.74,71,29,NA,NA,NA,0,NA,NA,0.15150427534673003,MK,UK,0,0,0,0.15150427534673003
2013,LTER1-BR-T01-Por-0.75-86-0-2013,LTER1,BR,T01,LTER1_BR_T01,Por,0.75,86,0,4.2,4.4,3.4,0,NA,16.755160819145573,10.906989131751942,MK,UK,1,0,0,10.906989131751942
2013,LTER1-BR-T01-Por-0.76-64-37-2014,LTER1,BR,T01,LTER1_BR_T01,Por,0.76,64,37,NA,NA,NA,0,NA,NA,0.07757018897752573,Na,Na,0,0,0,0.07757018897752573
2013,LTER1-BR-T01-Por-0.77-74-30-2013,LTER1,BR,T01,LTER1_BR_T01,Por,0.77,74,30,5.4,1.4,5,0,NA,15.931287842015264,1.2862203922572208,MK,UK,1,0,0,1.2862203922572208
2013,LTER1-BR-T01-Por-0.79-25-0-2018,LTER1,BR,T01,LTER1_BR_T01,Por,0.79,25,0,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Por-0.8-70-41-2013,LTER1,BR,T01,LTER1_BR_T01,Por,0.8,70,41,3.6,2.3,3.5,0,NA,8.053569730213656,NA,MK,UK,1,0,0,8.053569730213656
2013,LTER1-BR-T01-Por-0.8-76-37-2013,LTER1,BR,T01,LTER1_BR_T01,Por,0.8,76,37,6.1,2.3,7.1,0,NA,36.10771093483545,0.10324592152908676,MK,UK,0,0,0,0.10324592152908676
2013,LTER1-BR-T01-Por-0.82-65-40-2013,LTER1,BR,T01,LTER1_BR_T01,Por,0.82,65,40,5.3,5.1,1.9,0,NA,18.043475606505172,1.1407568953771163,MK,UK,1,0,0,1.1407568953771163
2013,LTER1-BR-T01-Por-0.84-89-25-2013,LTER1,BR,T01,LTER1_BR_T01,Por,0.84,89,25,1.4,0.6,1.3,0,NA,0.34845498516066775,1.8918593389728755,MK,R,1,0,0,1.8918593389728755
2013,LTER1-BR-T01-Por-0.85-58-0-2021,LTER1,BR,T01,LTER1_BR_T01,Por,0.85,58,0,NA,NA,NA,0,NA,NA,NA,UK,UK,0,0,0,NA
2013,LTER1-BR-T01-Por-0.85-67-40-2014,LTER1,BR,T01,LTER1_BR_T01,Por,0.85,67,40,NA,NA,NA,0,NA,NA,0.5751732549947313,MK,UK,0,0,0,0.5751732549947313
2013,LTER1-BR-T01-Por-0.87-62-0-2016,LTER1,BR,T01,LTER1_BR_T01,Por,0.87,62,0,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Por-0.9-100-38-2014,LTER1,BR,T01,LTER1_BR_T01,Por,0.9,100,38,NA,NA,NA,0,NA,NA,0.04763779230582302,Na,Na,0,0,0,0.04763779230582302
2013,LTER1-BR-T01-Por-0.94-39-5-2019,LTER1,BR,T01,LTER1_BR_T01,Por,0.94,39,5,NA,NA,NA,0,NA,NA,NA,Na,UK,0,0,0,NA
2013,LTER1-BR-T01-Por-0.96-22-7-2023,LTER1,BR,T01,LTER1_BR_T01,Por,0.96,22,7,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Por-0.98-25-8-2013,LTER1,BR,T01,LTER1_BR_T01,Por,0.98,25,8,4.4,3.5,3.6,0,NA,14.74682014514931,16.339762760897287,MK,UK,1,0,0,16.339762760897287
2013,LTER1-BR-T01-Por-0.98-49-5-2018,LTER1,BR,T01,LTER1_BR_T01,Por,0.98,49,5,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Por-0.99-45-5-2018,LTER1,BR,T01,LTER1_BR_T01,Por,0.99,45,5,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Por-1-38-15-2019,LTER1,BR,T01,LTER1_BR_T01,Por,1,38,15,NA,NA,NA,0,NA,NA,NA,Na,UK,0,0,0,NA
2013,LTER1-BR-T01-Por-1-40-8-2013,LTER1,BR,T01,LTER1_BR_T01,Por,1,40,8,7.6,5.7,7.7,0,NA,89.79719001510824,88.52047197100075,MK,UK,0,0,0,88.52047197100075
2013,LTER1-BR-T01-Por-1.01-98-5-2018,LTER1,BR,T01,LTER1_BR_T01,Por,1.01,98,5,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Por-1.03-31-9-2014,LTER1,BR,T01,LTER1_BR_T01,Por,1.03,31,9,NA,NA,NA,0,NA,NA,3.325821852411417,MK,UK,0,0,0,3.325821852411417
2013,LTER1-BR-T01-Por-1.04-99-3-2018,LTER1,BR,T01,LTER1_BR_T01,Por,1.04,99,3,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Por-1.07-33-13-2016,LTER1,BR,T01,LTER1_BR_T01,Por,1.07,33,13,NA,NA,NA,0,NA,NA,NA,MK,UK,0,0,0,NA
2013,LTER1-BR-T01-Por-1.07-44-8-2013,LTER1,BR,T01,LTER1_BR_T01,Por,1.07,44,8,8,7.7,6.3,0,NA,103.24592152908676,57.49639124472284,MK,UK,0,0,0,57.49639124472284
2013,LTER1-BR-T01-Por-1.07-95-2-2015,LTER1,BR,T01,LTER1_BR_T01,Por,1.07,95,2,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Por-1.08-55-0-2020,LTER1,BR,T01,LTER1_BR_T01,Por,1.08,55,0,NA,NA,NA,0,NA,NA,NA,UK,UK,0,0,0,NA
2013,LTER1-BR-T01-Por-1.09-53-8-2019,LTER1,BR,T01,LTER1_BR_T01,Por,1.09,53,8,NA,NA,NA,0,NA,NA,NA,Na,UK,0,0,0,NA
2013,LTER1-BR-T01-Por-1.09-89-30-2014,LTER1,BR,T01,LTER1_BR_T01,Por,1.09,89,30,NA,NA,NA,0,NA,NA,2.6628391434941254,MK,UK,0,0,0,2.6628391434941254
2013,LTER1-BR-T01-Por-1.1-50-0-2018,LTER1,BR,T01,LTER1_BR_T01,Por,1.1,50,0,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Por-1.1-54-8-2013,LTER1,BR,T01,LTER1_BR_T01,Por,1.1,54,8,2,1,2.2,0,NA,1.3633736414689928,0.5751732549947313,MK,R,1,0,0,0.5751732549947313
2013,LTER1-BR-T01-Por-1.1-71-0-2020,LTER1,BR,T01,LTER1_BR_T01,Por,1.1,71,0,NA,NA,NA,0,NA,NA,NA,UK,UK,0,0,0,NA
2013,LTER1-BR-T01-Por-1.1-92-1-2015,LTER1,BR,T01,LTER1_BR_T01,Por,1.1,92,1,NA,NA,NA,0,NA,NA,NA,MK,UK,0,0,0,NA
2013,LTER1-BR-T01-Por-1.1-94-20-2019,LTER1,BR,T01,LTER1_BR_T01,Por,1.1,94,20,NA,NA,NA,0,NA,NA,NA,Na,UK,0,0,0,NA
2013,LTER1-BR-T01-Por-1.1-96-20-2017,LTER1,BR,T01,LTER1_BR_T01,Por,1.1,96,20,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Por-1.1-97-10-2015,LTER1,BR,T01,LTER1_BR_T01,Por,1.1,97,10,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
2013,LTER1-BR-T01-Por-1.13-60-8-2013,LTER1,BR,T01,LTER1_BR_T01,Por,1.13,60,8,6.1,5,5.9,0,NA,47.637792305823005,0.6205615118202058,MK,UK,0,0,0,0.6205615118202058
2013,LTER1-BR-T01-Por-1.13-64-8-2014,LTER1,BR,T01,LTER1_BR_T01,Por,1.13,64,8,NA,NA,NA,0,NA,NA,0.3811023384465842,Na,Na,0,0,0,0.3811023384465842
2013,LTER1-BR-T01-Por-1.13-92-37-2013,LTER1,BR,T01,LTER1_BR_T01,Por,1.13,92,37,4.6,1.8,1.1,0,NA,4.09061543436171,NA,MK,UK,1,0,0,4.09061543436171
2013,LTER1-BR-T01-Por-1.15-85-30-2013,LTER1,BR,T01,LTER1_BR_T01,Por,1.15,85,30,19.1,6.3,8.6,0,NA,381.102338446584,26.606574819291335,MK,UK,0,0,0,26.606574819291335
2013,LTER1-BR-T01-Por-1.16-62-8-2014,LTER1,BR,T01,LTER1_BR_T01,Por,1.16,62,8,NA,NA,NA,0,NA,NA,0.1704217051836241,MK,UK,0,0,0,0.1704217051836241
2013,LTER1-BR-T01-Por-1.18-92-38-2013,LTER1,BR,T01,LTER1_BR_T01,Por,1.18,92,38,4,2.6,1.6,0,NA,5.34621499452005,0.6205615118202058,MK,UK,1,0,0,0.6205615118202058
2013,LTER1-BR-T01-Por-1.22-70-0-2022,LTER1,BR,T01,LTER1_BR_T01,Por,1.22,70,0,NA,NA,NA,0,NA,NA,NA,Na,Na,0,0,0,NA
